,File type,Extension,Timestamp of creation in D1,New creation time in D1 copyTimestamp of last modification,Original file path,New path after copying
154,EXE5,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE5.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE5.exe
155,EXE6,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE6.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE6.exe
156,EXE7,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE7.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE7.exe
157,EXE8,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE8.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE8.exe
158,EXE9,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE9.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE9.exe
159,EXE10,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE10.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE10.exe
160,EXE11,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE11.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE11.exe
161,EXE12,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE12.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE12.exe
162,EXE13,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE13.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE13.exe
163,EXE14,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE14.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE14.exe
164,EXE15,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE15.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE15.exe
165,EXE16,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE16.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE16.exe
166,EXE17,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE17.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE17.exe
167,EXE18,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE18.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE18.exe
168,EXE19,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE19.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE19.exe
169,EXE20,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE20.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE20.exe
170,EXE21,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE21.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE21.exe
171,EXE22,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE22.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE22.exe
172,EXE23,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE23.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE23.exe
173,EXE24,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE24.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE24.exe
174,EXE25,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE25.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE25.exe
175,EXE26,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE26.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE26.exe
176,EXE27,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE27.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE27.exe
177,EXE28,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE28.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE28.exe
178,EXE29,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE29.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE29.exe
179,EXE30,.exe,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\EXE30.exe,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\EXE\EXE30.exe
180,SHELL1,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL1.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL1.sh
181,SHELL2,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL2.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL2.sh
182,SHELL3,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL3.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL3.sh
183,SHELL4,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL4.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL4.sh
184,SHELL5,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL5.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL5.sh
185,SHELL6,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL6.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL6.sh
186,SHELL7,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL7.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL7.sh
187,SHELL8,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL8.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL8.sh
188,SHELL9,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL9.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL9.sh
189,SHELL10,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL10.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL10.sh
190,SHELL11,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL11.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL11.sh
191,SHELL12,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL12.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL12.sh
192,SHELL13,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL13.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL13.sh
193,SHELL14,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL14.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL14.sh
194,SHELL15,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL15.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL15.sh
195,SHELL16,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL16.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL16.sh
196,SHELL17,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL17.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL17.sh
197,SHELL18,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL18.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL18.sh
198,SHELL19,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL19.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL19.sh
199,SHELL20,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL20.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL20.sh
200,SHELL21,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL21.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL21.sh
201,SHELL22,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL22.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL22.sh
202,SHELL23,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL23.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL23.sh
203,SHELL24,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL24.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL24.sh
204,SHELL25,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL25.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL25.sh
205,SHELL26,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL26.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL26.sh
206,SHELL27,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL27.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL27.sh
207,SHELL28,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL28.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL28.sh
208,SHELL29,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL29.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL29.sh
209,SHELL30,.sh,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\SHELL30.sh,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\SHELL\SHELL30.sh
210,IMAGES1,.bmp,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES1.bmp,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES1.bmp
211,IMAGES2,.jpg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES2.jpg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES2.jpg
212,IMAGES3,.bpg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES3.bpg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES3.bpg
213,IMAGES4,.jpeg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES4.jpeg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES4.jpeg
214,IMAGES5,.png,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES5.png,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES5.png
215,IMAGES6,.jpeg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES6.jpeg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES6.jpeg
216,IMAGES7,.svg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES7.svg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES7.svg
217,IMAGES8,.jpg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES8.jpg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES8.jpg
218,IMAGES9,.psd,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES9.psd,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES9.psd
219,IMAGES10,.gif,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES10.gif,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES10.gif
220,IMAGES11,.heif,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES11.heif,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES11.heif
221,IMAGES12,.jpg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES12.jpg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES12.jpg
222,IMAGES13,.svg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES13.svg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES13.svg
223,IMAGES14,.bpg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES14.bpg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES14.bpg
224,IMAGES15,.jpeg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES15.jpeg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES15.jpeg
225,IMAGES16,.gif,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES16.gif,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES16.gif
226,IMAGES17,.bmp,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES17.bmp,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES17.bmp
227,IMAGES18,.jpg,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES18.jpg,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES18.jpg
228,IMAGES19,.heif,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES19.heif,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES19.heif
229,IMAGES20,.heif,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES20.heif,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES20.heif
230,IMAGES21,.tiff,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES21.tiff,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES21.tiff
231,IMAGES22,.psd,Wed Jul 29 21:07:53 2020,,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1\IMAGES22.psd,C:\Users\labdh\OneDrive\Desktop\nirma\4th sem\Python scientific computing\PSC sessional\PSC Sessional Assignment\D1_copy\IMAGES\IMAGES22.psd
